country,cidr
BI,41.79.40.0/21
BI,41.79.224.0/21
BI,102.134.96.0/19
BI,154.73.40.0/21
BI,154.73.104.0/21
BI,154.117.128.0/17
BI,154.119.0.0/18
BI,196.2.0.0/20
BI,196.13.222.0/23
BI,196.49.2.0/23
BI,196.223.2.0/23
BI,196.223.36.0/23
BI,197.157.192.0/21
