country,cidr
GY,138.94.248.0/21
GY,168.232.144.0/21
GY,179.51.204.0/23
GY,181.41.0.0/17
GY,181.177.216.0/21
GY,181.199.192.0/18
GY,190.80.0.0/16
GY,190.93.32.0/21
GY,190.105.152.0/21
GY,190.108.192.0/21
GY,190.108.192.0/20
GY,190.108.208.0/20
GY,190.124.216.0/21
